ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Token Count,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
2,gpt-4o-mini,19.660761249s,29.069219833s,4,707359,89827,38328,https://www.4walls-escape.com/,4Walls Escape,Mysterious Crime,It starts with a “harmless” burglary but unravels something much bigger: a hidden family secret whose uncovering will draw you in deep.,2,6,150,https://www.4walls-escape.com/mysterious-crime,https://www.4walls-escape.com/mysterious-crime,https://www.4walls-escape.com/img/game-3/teaser.jpg,Crime,4/5,false,
2,gpt-4o-mini,19.660761249s,29.069219833s,4,707359,89827,38328,https://www.4walls-escape.com/,4Walls Escape,The Hunt,"Unprecedented state of emergency - everyone has to deal with these new challenges. Embark on a “puzzling” quest filled with adventure and danger, along the way.",2,6,90,https://www.4walls-escape.com/the-hunt,https://www.4walls-escape.com/the-hunt,https://www.4walls-escape.com/img/game-4/teaser.jpg,Adventure,3/5,false,
3,gpt-4o-mini,30.410838708s,1m5.852573333s,7,1594514,190005,66740,https://www.adventurerooms.de/,Adventure Rooms,Dresden Airport,Art GalleryMafia,2,6,60,https://www.adventurerooms.de/airlines,https://www.adventurerooms.de/airlines,https://www.adventurerooms.de/germany/wp-content/uploads/AdventureRooms-Airlines-Exit-Room.jpg,Adventure,Medium,false,
3,gpt-4o-mini,30.410838708s,1m5.852573333s,7,1594514,190005,66740,https://www.adventurerooms.de/,Adventure Rooms,Cologne,Black QueenHennes (New!)Swiss Original Game,2,6,60,http://www.adventurerooms-koeln.de/en,http://www.adventurerooms-koeln.de/en,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Koeln.jpg,Adventure,Medium,false,
3,gpt-4o-mini,30.410838708s,1m5.852573333s,7,1594514,190005,66740,https://www.adventurerooms.de/,Adventure Rooms,Munich,AliceBlack QueenMafiaSwiss Original GameWorld Trip,2,6,60,http://www.adventurerooms-munich.de/,http://www.adventurerooms-munich.de/,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Muenchen.jpg,Adventure,Medium,false,
3,gpt-4o-mini,30.410838708s,1m5.852573333s,7,1594514,190005,66740,https://www.adventurerooms.de/,Adventure Rooms,Hamburg,DreamlikeSwiss Original GameThe crazy Professor,2,6,60,https://www.adventurerooms.de/hamburg/,https://www.adventurerooms.de/hamburg/,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Hamburg.jpg,Adventure,Medium,false,
3,gpt-4o-mini,30.410838708s,1m5.852573333s,7,1594514,190005,66740,https://www.adventurerooms.de/,Adventure Rooms,On Tour,The Busride,2,6,60,https://www.adventurerooms.de/bus,https://www.adventurerooms.de/bus,https://www.adventurerooms.de/germany/wp-content/uploads/AdventureRooms-Bus-On-Tour.jpg,Adventure,Medium,false,
3,gpt-4o-mini,30.410838708s,1m5.852573333s,7,1594514,190005,66740,https://www.adventurerooms.de/,Adventure Rooms,Magdeburg,NEU ab 2022,2,6,60,https://www.adventurerooms.de/magdeburg/,https://www.adventurerooms.de/magdeburg/,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Magdeburg.jpg,Adventure,Medium,false,
4,gpt-4o-mini,1m0.247942792s,1m28.109542875s,7,1950319,316563,120455,https://www.adventure-team.eu/,Adventure Team,Aus Versehen Apokalypse,"Ein stillgelegtes, einst hochmodernes Kraftwerk mit herausragender Technik und den besten, hochqualifizierten Arbeitskräften von Nucleus Industries. Scheinbar verlassen… Oder? Tatsächlich wacht hier A.M.E.E., ein einzigartiges, hochmodernes Steuerungssystem. A.M.E.E. kennt das Kraftwerk wie ihre linken Schaltkreise.",3,7,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=7fbc44c3f62341e0a0b12414df7bd9cf&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/aus-versehen-apokalypse/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Aus_Versehen_Apokalypse-Cover.jpg,Spannung,Hoch,false,
4,gpt-4o-mini,1m0.247942792s,1m28.109542875s,7,1950319,316563,120455,https://www.adventure-team.eu/,Adventure Team,Die Zelle,Durch eure legendären Banküberfälle in den letzten Monaten habt ihr euch in der Region bereits einen Namen gemacht. Doch bei eurem letzten Überfall ging etwas schief. Nun sitzt ihr in der Strafanstalt Fuhlsbüttel - genannt Santa Fu. Dort kam es in den 70er-Jahren zu mehreren Ausbrüchen.,4,6,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=8e2e32e063ff8eb753be016763b79d1a&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/die-zelle/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Die_Zelle-Cover.jpg,Spannung,Hoch,false,
4,gpt-4o-mini,1m0.247942792s,1m28.109542875s,7,1950319,316563,120455,https://www.adventure-team.eu/,Adventure Team,Heimlich im Museum – Raum A,Die weltweit bekannteste Briefmarkensammlung befindet sich derzeit in einer Sonderausstellung in den Hamburger Deichtorhallen. Unter Kunstsammlern zählen die sechs blauen Mauritien zu den begehrtesten Kunstobjekten der Welt.,2,6,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=85da603addbc7c5eaa98d03bf572a4cc&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/heimlich-im-museum-raum-a/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Heimlich_Im_Museum-Cover.jpg,Spannung,Mittel,false,
4,gpt-4o-mini,1m0.247942792s,1m28.109542875s,7,1950319,316563,120455,https://www.adventure-team.eu/,Adventure Team,Heimlich im Museum – Raum B,"Die weltweit bekannteste Briefmarkensammlung befindet sich derzeit in einer Sonderausstellung in den Hamburger Deichtorhallen. Unter Kunstsammlern zählen die sechs blauen Mauritien zu den begehrtesten Kunstobjekten der Welt. Der extravagante Kunstliebhaber Mr. Pink hat es auf die wertvollen Briefmarken abgesehen. Er benötigt ein Team aus hochprofessionellen, top ausgebildeten Spezialisten, um einen Coup der Extraklasse zu begehen – den Diebstahl der blauen Mauritien!",2,6,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=9afa8f54855dfd1e57f41cd4d8ba1d8d&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/heimlich-im-museum-raum-b/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Heimlich_Im_Museum-Cover-1709117618.jpg,Spannung,Mittel,false,
4,gpt-4o-mini,1m0.247942792s,1m28.109542875s,7,1950319,316563,120455,https://www.adventure-team.eu/,Adventure Team,Vermächtnis des Zeitreisenden,"Das Raum-Zeit-Gefüge, wie wir es kennen, ist in Gefahr! Die letzte Rettung seid ihr. Springt durch Portale und erlebt eine atemberaubende und unvergessliche Reise durch die unterschiedlichen Epochen der Weltgeschichte.",3,8,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=5ec11528010b0ac2947ffb0c5390e8a9&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/vermaechtnis-des-zeitreisenden/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Verma_chtnis_Eines_Zeitreisenden-Cover.jpg,Abenteuer,Hoch,false,
5,gpt-4o-mini,31.621805124s,55.082075958s,6,1028036,184010,72449,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Atlantis,Uncover the secrets of the lost city of Atlantis in this thrilling adventure.,2,6,60,https://escaperooms-neu-ulm.de/rooms/atlantis/,https://escaperooms-neu-ulm.de/rooms/atlantis/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum1.png,Adventure,Medium,false,
5,gpt-4o-mini,31.621805124s,55.082075958s,6,1028036,184010,72449,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Upside Down,Get lost in a world turned upside down and solve mind-bending puzzles.,2,6,60,https://escaperooms-neu-ulm.de//rooms/upside-down/,https://escaperooms-neu-ulm.de//rooms/upside-down/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum7b.png,Fantasy,Hard,false,
5,gpt-4o-mini,31.621805124s,55.082075958s,6,1028036,184010,72449,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Tempel der Azteken,Explore an ancient Aztec temple filled with puzzles and traps.,2,6,60,https://escaperooms-neu-ulm.de/rooms/tempel-der-azteken/,https://escaperooms-neu-ulm.de/rooms/tempel-der-azteken/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum3.png,Historical,Medium,false,
5,gpt-4o-mini,31.621805124s,55.082075958s,6,1028036,184010,72449,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Hostel,A chilling experience in an abandoned hostel with dark secrets.,2,6,60,https://www.escaperooms-neu-ulm.de/rooms/hostel/,https://www.escaperooms-neu-ulm.de/rooms/hostel/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum8a.png,Horror,Very Hard,false,
5,gpt-4o-mini,31.621805124s,55.082075958s,6,1028036,184010,72449,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Dracula,Face Dracula and escape from his dark castle before it’s too late.,2,6,60,https://escaperooms-neu-ulm.de/rooms/dracula/,https://escaperooms-neu-ulm.de/rooms/dracula/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum6.png,Horror,Hard,false,
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Das 5. Element,"Beim Tunnelbau der Karlsruher U-Bahn kommen uralte Ruinen ans Licht. Hieroglyphen beschreiben ein mächtiges 5. Element, das in einer Grabanlage verborgen liegt. Es gibt nur ein Team, das die Grabkammer öffnen und das Geheimnis entschlüsseln kann. Der Weg führt vorbei an mystischen Wandmalereien, gruseligen Skeletten und einer Schlangengrube. Ihr seid die besten Archäologen, die wir kennen – steigt hinab in die Gruft!",2,6,60,https://adventurebox-karlsruhe.de/events/das-5-element/,https://adventurebox-karlsruhe.de/events/das-5-element/,https://adventurebox-karlsruhe.de/wp-content/uploads/das-5-element-escape-room.png,Adventure,Mittel,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Time Unit 49°N,"Das Ministerium für interdimensionale Sicherheit registriert seltsame Stromschwankungen. Ihr seid die Experten für paranormale Aktivitäten – findet heraus, was hier geschah!",3,6,60,https://quinbook.com,https://adventurebox-karlsruhe.de/events/time-unit-49/,https://adventurebox-karlsruhe.de/wp-content/uploads/1a_TimeUnit49_Portaloffeneintreten.jpg,Science Fiction,N/A,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Mission Impossible,"Ein berüchtigter Kunsträuber hält sich in Karlsruhe auf. Das wertvollste Stück seiner illegalen Sammlung ist ein Edelstein von unvergleichlicher Schönheit und unermesslichem Wert: Der Aurora-Diamant. Heute Nacht soll er seinen Aufbewahrungsort wechseln – das ist unsere Chance! Die Aktion läuft im Verborgenen: denn die Zielperson ist jemand von Rang und Namen. Ihr seid die unerschrockensten Geheimagenten der Welt – rettet den Aurora-Diamanten, überführt den heuchlerischen Dieb!",2,6,60,https://adventurebox-karlsruhe.de/buchen/,https://adventurebox-karlsruhe.de/events/mission-impossible/,https://adventurebox-karlsruhe.de/wp-content/uploads/mission-impossible-escape-room.png,Crime,Medium,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Das Elixier der Macht,"Outdoor Exit Game - Lüftet ein uraltes Geheimnis! Bauarbeiter stoßen auf eine schaurige Grabkammer, darin verborgen ein Skelett. Versteckt in seinen Händen ist ein hölzerner Würfel, kunstvoll verziert mit geheimnisvollen Symbolen. Es gibt eine mächtige Formel, die nicht in die falschen Hände geraten darf!",2,12,180,https://quinbook.com,https://adventurebox-karlsruhe.de/events/elixier-der-macht/,https://adventurebox-karlsruhe.de/wp-content/uploads/2d-Elixier-der-Macht-Material-mit-Lampe-2.jpg,Adventure,Ab 14 Jahren,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Der Fall Bergmann,"Ein interaktives Outdoor Exit Game, in dem die Teilnehmer als Ermittler einen mysteriösen Fall lösen.",2,6,180,https://quinbook.com,https://adventurebox-karlsruhe.de/events/der-fall-bergmann/,https://adventurebox-karlsruhe.de/wp-content/uploads/der-fall-bergmann-outdoor-exit-game.png,Crime,Mittel,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Operation Fuchsjagd,Der gefürchtete Meisterdieb ‚Fuchs‘ streift durch die Stadt... geeigent für Kinder zwischen 8 und 12 Jahren.,2,12,180,https://adventurebox-karlsruhe.de/events/operation-fuchsjagd/,https://adventurebox-karlsruhe.de/events/operation-fuchsjagd/,https://adventurebox-karlsruhe.de/wp-content/uploads/operation-fuchsjagd-outdoor-krimi-event.png,Crime,Leicht,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,City Explorer,"Erlebt Sightseeing mit Kick! Die klassische Stadtführung war einmal: Mit City Explorer definieren wir Sightseeing in Karlsruhe neu. Ihr besichtigt nicht einfach die Sehenswürdigkeiten wie das Schloss oder das Bundesverfassungsgericht, sondern erlebt ein interaktives Abenteuer bei einer digitalen Schnitzeljagd durch die perfekte Kulisse unserer schönen Stadt. Euer Guide: ein Tablet mit unserer preisgekrönten Adventurebox-App, die Euch nicht einfach durch die City führt, sondern Euch zu mehr als 50 originellen Aufgaben.",12,100,120,https://adventurebox-karlsruhe.de/events/city-explorer/,https://adventurebox-karlsruhe.de/events/city-explorer/,https://adventurebox-karlsruhe.de/wp-content/uploads/city-explorer-city-challenge-karlsruhe.png,Adventure,Leicht,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,TABCrime Academy,"Willkommen in der Krimi-Akademie! Schlüpft in die Rolle von Nachwuchs-Agenten und geht auf einen Streifzug durch die Stadt. Wer ist der kühle Stratege? Wer der kühne Draufgänger, der kein Risiko scheut? Ob Organisationstalent, genauer Beobachter oder Technik Nerd – jedes Talent zählt im Ermittlerteam.",12,100,120,https://adventurebox-karlsruhe.de/events/tabcrime-academy/,https://adventurebox-karlsruhe.de/events/tabcrime-academy/,https://adventurebox-karlsruhe.de/wp-content/uploads/3b-TABCrime-Academy-Team-sucht.jpg,Crime,easy to medium,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Die Farblosen Piraten,"Die Farblosen Piraten ist ein Outdoor Exitgame für Kinder in der Günter Klotz Anlage, mit modernem Hintergrund und Abenteuerelementen.",2,12,180,https://adventurebox-karlsruhe.de/events/die-farblosen-piraten/,https://adventurebox-karlsruhe.de/events/die-farblosen-piraten/,https://adventurebox-karlsruhe.de/wp-content/uploads/Farblose_Piraten_Banner.jpg,Adventure,Easy,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Bräutigam entführt,"Bei diesem Event müsst ihr gemeinsam mit der künftigen Braut und ihren Freundinnen herausfinden, warum der Bräutigam entführt wurde. Die Agenten der Tabcrime Agency, einer im Untergrund agierenden Spezialeinheit, helfen euch dabei. Gemeinsam löst ihr Rätsel und folgt Hinweisen, um dem Bräutigam auf die Spur zu kommen.",6,10,180,https://adventurebox-karlsruhe.de/buchen/,https://adventurebox-karlsruhe.de/events/braeutigam-entfuehrt/,https://adventurebox-karlsruhe.de/wp-content/uploads/DESC-IMG-5.png,Crime,Medium,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Braut entführt,"Bei diesem Event müsst ihr gemeinsam mit dem künftigen Bräutigam und seinen Freunden herausfinden, warum die Braut entführt wurde. Die Agenten der Tabcrime Agency, einer im Untergrund agierenden Spezialeinheit, helfen euch dabei. Gemeinsam löst ihr Rätsel und folgt Hinweisen, um der Braut auf die Spur zu kommen. Das Besondere an diesem neuen JGA Programm ist, dass wir echtes Bildmaterial und echte Sprachnachrichten der Braut einsetzen, um das Erlebnis noch realistischer und immersiver zu gestalten.",6,10,180,https://adventurebox-karlsruhe.de/events/braut-entfuehrt/,https://adventurebox-karlsruhe.de/events/braut-entfuehrt/,https://adventurebox-karlsruhe.de/wp-content/uploads/2-3.jpg,Crime,Mittel,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
6,gpt-4o-mini,1m39.248452039s,3m22.0040475s,21,4954653,1428620,758258,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,JGA Fun Tour,"Die JGA Fun Tour in Karlsruhe bietet über 40 Challenges, die individuell auf die Braut und ihre Freundinnen zugeschnitten sind. Die Tour kann an verschiedensten Stopps gestaltet werden und bietet eine spannende Rallye durch die Stadt.",2,16,120,https://adventurebox-karlsruhe.de/events/jga-fun-tour/,https://adventurebox-karlsruhe.de/events/jga-fun-tour/,https://adventurebox-karlsruhe.de/wp-content/uploads/3d-JGA-Fun-Tour-Selfie.jpg,Adventure,Anpassbar,true,"ChatCompletion error: error, status code: 429, message: Request too large for gpt-4o-mini in organization org-2e6I3ptBD7xzolUsjQkgsdGY on tokens per min (TPM): Limit 200000, Requested 758258. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more."
