ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
10,mistral-large-2407,54.855781416s,1m17.1418305s,5,299938,41372,https://www.raus.rocks/,Raus! Escape Room Aachen,Das Portal,Zeitreisen sind real! Wissenschaftler haben bei uns in der Oppenhofallee einen Riss im Raum-Zeit-Kontinuum entdeckt und diesen erforscht. Eure Aufgabe ist: Schreitet durch das Portal in die Zukunft! Besorgt das Notizbuch! Kommt zurück in die Gegenwart und rettet die Menschheit! Simple as that.,6,11,70,,https://www.raus.rocks/services/das-portal/,https://www.raus.rocks/wp-content/uploads/2017/11/Telefon_Portal-1168x658.jpg,Adventure,Difficulty,false,
11,mistral-large-2407,7.917799958s,13.207214375s,2,265429,31756,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Example Room,This is an example room.,2,6,60,https://www.example.com,https://www.example.com,https://www.example.com/image.jpg,Prison,Hard,false,
12,mistral-large-2407,10.394966876s,14.37764625s,2,51120,6906,http://avermind.com,Avermind - Online Escape Rooms,Die Jagd durch Wien,"Ihr spielt eine Gruppe von vier Freunden, die sich bereits seit ihrer Kindheit kennen und schon damals ein Faible für das Mysteriöse und Ungelöste hatten. Eines lauwarmen sommerlichen Tages trefft ihr euch zu eurem gemeinsamen, wöchentlichen Spielenachmittag. Doch euch ist noch nicht bewusst, dass diesmal nicht alle erscheinen werden.In diesem Spiel werdet Ihr euch in zwei Gruppen aufteilen, die sich gegenseitig unterstützen und stets zusammenarbeiten müssen, um die gemeinsamen Rätsel zu lösen.",2,6,240,https://www.example.com/site/Kauf,https://www.example.com/site/Kauf,https://www.example.com/avermind/site/Images/Artikel/Avermind_Jagd_durch_Wien.small.jpg,Adventure,"4,5/5",false,
13,mistral-large-2407,20.660874417s,28.636344s,3,325104,107250,https://www.quexit.de/,Quexit,,,0,0,0,,,,,,false,
14,mistral-large-2407,12.782734625s,19.38878525s,2,332827,22057,https://escapeempire.de/,Escape Empire Nürnberg,Prison Break,,0,0,0,https://escapeempire.de/buchen/,https://escapeempire.de/raeume/#prison-break,,Prison,,false,
14,mistral-large-2407,12.782734625s,19.388803125s,2,332827,22057,https://escapeempire.de/,Escape Empire Nürnberg,Space Escape,,0,0,0,https://escapeempire.de/buchen/,https://escapeempire.de/raeume/#space-escape,,Science Fiction,,false,
14,mistral-large-2407,12.782734625s,19.388803417s,2,332827,22057,https://escapeempire.de/,Escape Empire Nürnberg,Holy Grail,,0,0,0,https://escapeempire.de/buchen/,https://escapeempire.de/raeume/#holy-grail,,Egypt,,false,
15,mistral-large-2407,50.673249791s,55.311691291s,2,35163,17677,https://www.harz-escape.de/index_en.html,Harz Escape,The Don Vito Investigation,"New York, 1932. Organized crime is at its peak. You are agents and have been assigned to the case of Vito Genovese. While working on the case, the phone rings. A soft voice whispers: “They know about the photos. They are coming!”. You know that your boss, Joe Petrosino, possesses incriminating material against Don Vito which he keeps well hidden in his office. Can you find and secure the documents before the mafia arrives?",2,4,60,https://www.harz-escape.de/index_en.html,https://www.harz-escape.de/index_en.html#games,https://www.harz-escape.de/assets/img/DonVitoWandbild.jpg,Crime,Easy,false,
15,mistral-large-2407,50.673249791s,55.311696916s,2,35163,17677,https://www.harz-escape.de/index_en.html,Harz Escape,Witchcraft & Wizardry,"The time is near! You are about to become real witches and wizards. But first, you have to take one final exam. According to tradition, it is held deep in the forest, in the secret hut of the ancient and wise witch. Divination, Broom Flight, Transfiguration – show that you master the magic arts and pass all the assignments in just 60 minutes. Hurry up, the sand is running down the hourglass!",2,4,60,https://www.harz-escape.de/index_en.html,https://www.harz-escape.de/index_en.html#games,https://www.harz-escape.de/assets/img/Zauberpruefung-Rabe.jpg,Wizard,Easy,false,
15,mistral-large-2407,50.673249791s,55.311697166s,2,35163,17677,https://www.harz-escape.de/index_en.html,Harz Escape,The Secret of the Watchmaker,"Next to our Escape Room, there is a small watchmaker’s shop. The owner, Regina Jürgensen, appears to be a quiet and unassuming person. But then why are there these strange and sometimes alarmingly loud noises coming from her shop? We would very much appreciate your help in finding out.",2,4,75,https://www.harz-escape.de/index_en.html,https://www.harz-escape.de/index_en.html#games,https://www.harz-escape.de/assets/img/Uhrmacherin.jpg,Mystery,Easy,false,
15,mistral-large-2407,50.673249791s,55.311700458s,2,35163,17677,https://www.harz-escape.de/index_en.html,Harz Escape,Letters from the Past,"A key, an old postcard and a strange note: that’s all Katharina has to find her missing father. Follow his trail through the winding streets of Wernigerode, discover hidden places and solve a decades-old mystery!",2,8,120,https://www.harz-escape.de/index_en.html,https://www.harz-escape.de/index_en.html#games,https://www.harz-escape.de/assets/img/Stadtspiel.jpg,Historical,Easy,false,
15,mistral-large-2407,50.673249791s,55.311700625s,2,35163,17677,https://www.harz-escape.de/index_en.html,Harz Escape,Magical Creatures,"Rumour has it that there’s a number of magical creatures living in the Harz region. Is this true or just a myth? Equipped with a mysterious backpack and the notes of a renowned scientist called Prof. Magnus, you start your journey through town in search of these small miraculous beasts.",2,18,120,https://www.harz-escape.de/index_en.html,https://www.harz-escape.de/index_en.html#games,https://www.harz-escape.de/assets/img/Fabelwesen.jpg,Wizard,Easy,false,
15,mistral-large-2407,50.673249791s,55.31170075s,2,35163,17677,https://www.harz-escape.de/index_en.html,Harz Escape,Santa’s Golden Book,"Have you been good this year? As you are not completely sure, you decide to take the matter into your own hands: you wait until Santa has left for his daily stroll and sneak into his house. Will you manage to find his golden book and put down your names to ensure your Christmas gifts?",2,4,60,https://www.harz-escape.de/index_en.html,https://www.harz-escape.de/index_en.html#games,https://www.harz-escape.de/assets/img/GoldenesBuch.jpg,Fantasy,Medium,false,
15,mistral-large-2407,50.673249791s,55.311700916s,2,35163,17677,https://www.harz-escape.de/index_en.html,Harz Escape,The Mysterious Table,"During his last expedition, Professor Magnus found a mysterious object: a round table with strange symbols and many locks guarding its unknown content. Are you able to solve the riddles, open the hidden compartment and reveal the secret of this ancient artefact? Borrow the table for one day and find out what lies within!",1,4,240,https://www.harz-escape.de/index_en.html,https://www.harz-escape.de/index_en.html#games,https://www.harz-escape.de/assets/img/Raetseltisch.jpg,Mystery,Medium,false,
16,mistral-large-2407,12.970275625s,29.987184625s,6,778587,86912,https://escape-arena.de/,Escape Arena Essen,,,0,0,0,,,,,,false,
17,mistral-large-2407,12.977414375s,17.918250042s,2,120870,15886,http://www.zumbay.de/,Gasthof zum Bay - Dubay,Example Room 1,This is a description of example room 1,2,4,60,https://www.example.com/book_example_room1,https://www.example.com/example_room1,https://www.example.com/example_image.jpg,Adventure,Easy,false,
18,mistral-large-2407,39.253018375s,45.943065625s,2,182750,32910,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Gefängnisausbruch,,0,0,0,https://escaperooms-mannheim.de/rooms/gef%C3%A4ngnisausbruch/,https://escaperooms-mannheim.de/rooms/gef%C3%A4ngnisausbruch/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum5ma.png,Prison,,false,
18,mistral-large-2407,39.253018375s,45.943079458s,2,182750,32910,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Das Geisterhaus,,0,0,0,https://escaperooms-mannheim.de/rooms/das-geisterhaus/,https://escaperooms-mannheim.de/rooms/das-geisterhaus/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum3ma.png,Horror,,false,
18,mistral-large-2407,39.253018375s,45.943079625s,2,182750,32910,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Illuminati,,0,0,0,https://escaperooms-mannheim.de/rooms/illuminati/,https://escaperooms-mannheim.de/rooms/illuminati/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum1ma.png,Crime,,false,
18,mistral-large-2407,39.253018375s,45.94307975s,2,182750,32910,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Aladin,,0,0,0,https://escaperooms-mannheim.de/rooms/aladin/,https://escaperooms-mannheim.de/rooms/aladin/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/aladin.png,Adventure,,false,
18,mistral-large-2407,39.253018375s,45.943079916s,2,182750,32910,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Exorzist,,0,0,0,https://www.escaperooms-mannheim.de/rooms/exorzist/,https://www.escaperooms-mannheim.de/rooms/exorzist/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum9ma.png,Horror,,false,
18,mistral-large-2407,39.253018375s,45.943080041s,2,182750,32910,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Dr. Jones Abenteuer,,0,0,0,https://escaperooms-mannheim.de/rooms/dr-jones-abenteuer/,https://escaperooms-mannheim.de/rooms/dr-jones-abenteuer/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum8ma.png,Adventure,,false,
18,mistral-large-2407,39.253018375s,45.943080166s,2,182750,32910,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Dracula,,0,0,0,https://escaperooms-mannheim.de/rooms/dracula/,https://escaperooms-mannheim.de/rooms/dracula/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum6ma.png,Horror,,false,
19,mistral-large-2407,35.112356875s,44.994135542s,2,155280,18526,https://www.escape-events.de/,Escape Events,QUIZ ROOM,"Der erste Quiz-Room in Deutschland! Ihr könnt eure liebste Quiz-Kategorie wählen, einfach Termin buchen und unser Moderationsteam heißt euch herzlich Willkommen! Für 3-10 Personen.",3,10,60,https://www.example.com/#buchen,https://www.example.com,https://www.escape-events.de/wp-content/uploads/figure_01_2.jpg,Quiz,Easy,false,
19,mistral-large-2407,35.112356875s,44.994142792s,2,155280,18526,https://www.escape-events.de/,Escape Events,The Bomb,Entschärft die Bombe bevor sie hochgeht! Eine zornig-tickende Bombe. 60 Minuten Zeit sie zu entschärfen! Nimmst Du die Challenge an? Für 2-8 Personen.,2,8,60,https://www.example.com/#buchen,https://www.example.com,https://www.example.com,Science Fiction,Medium,false,
19,mistral-large-2407,35.112356875s,44.994143s,2,155280,18526,https://www.escape-events.de/,Escape Events,Biohazard,Ihr befindet Euch im Hochsicherheitslabor und ein tödlicher Virus bricht aus. Schaffen Du und dein Team rechtzeitig das Antivirus zu finden? Eure Zeit läuft! – Auch als Biohazard Versus-Game: Ihr tretet mit mehreren Teams gegeneinander an. Euch stehen dabei bis zu drei identische Challenges parallel zur Verfügung.,2,8,60,https://www.example.com/#buchen,https://www.example.com,https://www.example.com,Horror,Hard,false,
19,mistral-large-2407,35.112356875s,44.994143167s,2,155280,18526,https://www.escape-events.de/,Escape Events,Der Tempel,Als Archäologen-Team befindet Ihr Euch auf der abenteuerlichen Suche nach der goldenen Statue. Für Fortgeschrittene. Für 2-8 Personen.,2,8,60,https://www.example.com/#buchen,https://www.example.com,https://www.example.com,Historical,Hard,false,
19,mistral-large-2407,35.112356875s,44.994143333s,2,155280,18526,https://www.escape-events.de/,Escape Events,Überfall der Barbaren,"Taucht ein in die Welt des Handels, der Rohstoffe und Abenteuer. Keine Sorge, auch wenn ihr das erfolgreiche Brettspiel noch nie gespielt habt, könnt Ihr Eure Insel gegen die feindlichen Barbaren verteidigen! Für 2-8 Personen.",2,8,60,https://www.example.com/#buchen,https://www.example.com,https://www.example.com,Medieval,Medium,false,
19,mistral-large-2407,35.112356875s,44.9941435s,2,155280,18526,https://www.escape-events.de/,Escape Events,Atlantis,Die versunkene Stadt. Großraum-Challenge für 5-15 Personen. In Atlantis geht der Sauerstoff aus. Könnt ihr den Luftgenerator in Gang setzen?,5,15,60,https://www.example.com/#buchen,https://www.example.com,https://www.example.com,Adventure,Medium,false,
20,mistral-large-2407,36.517196084s,41.512735583s,2,165207,29486,https://escapediem.de/,EscapeDiem,,,0,0,0,,,,,,true,failed to unmarshal response: json: cannot unmarshal number into Go struct field Room.rooms.difficulty of type string
