ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
2,gpt-4o-mini,11.094310458s,21.977962417s,4,706027,89057,https://www.4walls-escape.com/,4Walls Escape,Mysterious Crime,"What starts as a ""harmless"" burglary gradually turns out to be something much bigger. The discovery of a hidden family secret lies shrouded in mystery. Can you uncover it? Hopefully the clues won't literally get lost in the sand...",2,6,150,https://www.4walls-escape.com/mysterious-crime,https://www.4walls-escape.com/mysterious-crime,https://www.4walls-escape.com/img/game-3/teaser.jpg.jpg,Crime,4/5,false,
2,gpt-4o-mini,11.094310458s,21.977962834s,4,706027,89057,https://www.4walls-escape.com/,4Walls Escape,The Hunt,"A new virus begins to spread uncontrollably. Normal life gradually comes to a halt. The world is in an unprecedented state of emergency. See for yourself by embarking on this ""puzzling"" quest filled with adventure, and even some danger, along the way.",2,6,90,https://www.4walls-escape.com/the-hunt,https://www.4walls-escape.com/the-hunt,https://www.4walls-escape.com/img/game-4/teaser.jpg.jpg,Adventure,3/5,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178312875s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Airlines,"An einem lauen Sommerabend schlendert ihr durch die Gassen Palermos, als plötzlich ein schwarzer Van mit quietschenden Reifen vor euch hält. ",2,14,60,https://booking.adventurerooms.de/airlines,https://www.adventurerooms.de/dresden/#rooms,https://www.adventurerooms.de/dresden/wp-content/uploads/2022/03/Adventurerooms-Magdeburg-Headerlogo-Escape-Room-Magdeburg-300x89.png,Crime,Fortgeschritten,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178314375s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Schweizer Original,"Entdeckt den Raum, den ein Schweizer Lehrer für seine Schüler entwickelt hat und der nun die ganze Welt begeistert.",2,12,60,https://booking.adventurerooms.de/dresden,https://www.adventurerooms.de/dresden/#rooms,https://www.adventurerooms.de/dresden/wp-content/uploads/2022/03/Logo_ohne_DD_rot-300x89.png,Fantasy,Einsteiger,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178314834s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Unfall,Euer Banküberfall ist schief gelaufen und auf der Flucht klaut ihr einen Krankenwagen. In der Hektik crasht ihr in ein Wohnhaus und der Besitzer setzt euch fest.,2,12,60,https://booking.adventurerooms.de/magdeburg/de/raum/exit-berlin-chase/,https://www.adventurerooms.de/magdeburg/#rooms,https://www.adventurerooms.de/magdeburg/wp-content/uploads/2022/03/AdventureRooms-Dresden-Logo-Klein-Weiss.png,Crime,Fortgeschritten-Expert,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178315042s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Ostalgie,Erkundet gemeinsam ostalgische Räumlichkeiten und plant eure Flucht in die Freiheit. Gelingt euch der Ausbruch?,2,12,60,https://booking.adventurerooms.de/magdeburg/de/raum/escaperoom-ddr-ostalgie/,https://www.adventurerooms.de/magdeburg/#rooms,https://www.adventurerooms.de/magdeburg/wp-content/uploads/2022/03/Logo_ohne_DD_rot-300x89.png,Historical,Einsteiger,false,
3,gpt-4o-mini,1m4.905360083s,1m44.17831525s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Schweizer Original,"An einem lauen Sommerabend schlendert ihr durch die Gassen Palermos, als plötzlich ein schwarzer Van mit quietschenden Reifen vor euch hält.",2,12,60,https://booking.adventurerooms.de/magdeburg/de/raum/exit-schweizer-original/,https://www.adventurerooms.de/magdeburg/#rooms,https://www.adventurerooms.de/magdeburg/wp-content/uploads/2022/03/AdventureRooms-Dresden-Logo-Klein-Weiss.png,Fantasy,Einsteiger,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178315459s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Der verrückte Professor,"Gelingt euch die Flucht aus der bizarren Wohnung eines renommierten, aber verrückten Professors?",2,14,60,https://booking.adventurerooms-hamburg.de/,https://www.adventurerooms-hamburg.de/#exitrooms,https://www.adventurerooms-hamburg.de/wp-content/uploads/2019/06/Esacape-Room-in-Hamburg-Der-verrueckte-Professor.jpg,Crime,Ordentlich,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178315667s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Traumhaft,"Eintaucht in die Traumwelt eines besonderen Patienten, entschlüsselt einen geheimnisvollen Virus und rettet die Menschheit.",2,14,60,https://booking.adventurerooms-hamburg.de/,https://www.adventurerooms-hamburg.de/#exitrooms,https://www.adventurerooms-hamburg.de/wp-content/uploads/2019/03/Traumhaft-ein-Escape-Game-in-Hamburg.jpg,Fantasy,Traumhaft,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178325209s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Schweizer Original,"Als ihr langsam euer Bewusstsein wiedererlangt, bemerkt ihr, dass ihr in einer mysteriösen Garage angekettet seid.",2,14,60,https://booking.adventurerooms-hamburg.de/,https://www.adventurerooms-hamburg.de/#exitrooms,https://www.adventurerooms-hamburg.de/wp-content/uploads/2019/03/Schweizer-Original-das-original-escape-game-aus-der-schweiz.jpg,Crime,Moderat,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178325417s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Die Weltreise,"Ein sagenhafter Schatz auf einer einsamen Insel, aber wo? Die Reise um die Welt beginnt!",2,12,60,https://booking.adventurerooms-munich.de/,https://www.adventurerooms-munich.de/#exitrooms,https://www.adventurerooms-munich.de/wp/wp-content/uploads/2019/04/Weltreise-1.jpg,Fantasy,60%,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178325625s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Der Heilige Gral,Werdet ihr die Archäologin finden und mit Hilfe eines Tagebuches den richtigen Heiligen Gral in Sicherheit bringen?,2,12,60,https://booking.adventurerooms-munich.de/,https://www.adventurerooms-munich.de/#exitrooms,https://www.adventurerooms-munich.de/wp/wp-content/uploads/2019/09/Heilige-Gral-AdventureRooms.jpg,Fantasy,60%,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178325875s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Die Zeitreise,Beschreitet unsere “abenteuerliche” Reise durch die Zeit und findet einen Weg zurück ins Heute!,2,12,60,https://booking.adventurerooms.de/garmisch/de/raum/exit-die-zeitreise/,https://www.adventurerooms.de/garmisch/exit-rooms/die-zeitreise/,https://www.adventurerooms.de/garmisch/wp-content/uploads/2023/06/Escape-Room-Das-Meisterstueck.jpg,Fantasy,Einsteiger,false,
3,gpt-4o-mini,1m4.905360083s,1m44.178326084s,9,2440539,267408,https://www.adventurerooms.de/,Adventure Rooms,Der Uhrmacher,Entkommt den Experimenten des Uhrmachers und löst das Rätsel um seine Zeitmaschine.,2,12,60,https://booking.adventurerooms.de/garmisch/de/raum/exit-der-uhrmacher/,https://www.adventurerooms.de/garmisch/exit-rooms/der-uhrmacher/,https://www.adventurerooms.de/garmisch/wp-content/uploads/2023/06/Escape-Room-Das-Meisterstueck.jpg,Science Fiction,Einsteiger,false,
4,gpt-4o-mini,51.148231291s,1m12.098770833s,7,2044607,318271,https://www.adventure-team.eu/,Adventure Team,Aus Versehen Apokalypse,Herzlich Willkommen im Atomkraftwerk! Ihr müsst euch mit einer künstlichen Intelligenz namens A.M.E.E. auseinandersetzen. Seid ihr bereit?,3,7,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=7fbc44c3f62341e0a0b12414df7bd9cf&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/aus-versehen-apokalypse/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Aus_Versehen_Apokalypse-Cover.jpg,Spannung,Hoch,false,
4,gpt-4o-mini,51.148231291s,1m12.098781208s,7,2044607,318271,https://www.adventure-team.eu/,Adventure Team,Die Zelle,Nutzt eure Chance und brecht aus dem Gefängnis aus! Schafft ihr es in 60 Minuten?,4,6,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=8e2e32e063ff8eb753be016763b79d1a&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/die-zelle/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Die_Zelle-Cover.jpg,Spannung,Mittel,false,
4,gpt-4o-mini,51.148231291s,1m12.098781333s,7,2044607,318271,https://www.adventure-team.eu/,Adventure Team,Heimlich im Museum – Raum A,Diebstahl in der Hansestadt! Schafft ihr es die wertvollen Briefmarken zu stehlen?,2,6,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=85da603addbc7c5eaa98d03bf572a4cc&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/heimlich-im-museum-raum-a/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Heimlich_Im_Museum-Cover-1709117618.jpg,Spannung,Mittel,false,
4,gpt-4o-mini,51.148231291s,1m12.098781458s,7,2044607,318271,https://www.adventure-team.eu/,Adventure Team,Heimlich im Museum – Raum B,Diebstahl in der Hansestadt! Zieht den Coup ab und stehlt die wertvollen Briefmarken!,2,6,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=9afa8f54855dfd1e57f41cd4d8ba1d8d&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/heimlich-im-museum-raum-b/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Heimlich_Im_Museum-Cover-1709117618.jpg,Spannung,Mittel,false,
4,gpt-4o-mini,51.148231291s,1m12.098781583s,7,2044607,318271,https://www.adventure-team.eu/,Adventure Team,Vermächtnis des Zeitreisenden,Rettet die Zeit selbst! Springt durch Portale in verschiedene Epochen der Geschichte.,3,8,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=5ec11528010b0ac2947ffb0c5390e8a9&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/vermaechtnis-des-zeitreisenden/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Verma_chtnis_Eines_Zeitreisenden-Cover.jpg,Abenteuer,Mittel,false,
5,gpt-4o-mini,35.635221167s,55.378428958s,6,1027258,184010,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,ATLANTIS,"Die Geschichte Poseidons ist eine der größten Legenden des Meeres. Nach dem Mythos war Poseidon eifersüchtig auf Atlantis und so ließ er die ganze Stadt unter dem Wasser versinken. Sein mächtiges Zepter, der Dreizack, wird im Zentrum von Atlantis aufbewahrt. Nach langjähriger Recherche und Übersetzung von hunderten von alten Schriften bist du nun hier! Wenn du recht hast, ist die Entdeckung von Atlantis eine Tatsache, die die Weltgeschichte neu schreiben wird. Die antiken Ruinen, die du gerade siehst, verbergen Geheimnisse die größer sind als jede bekannte Legende. Doch die Gefahr deines Todes und wie Atlantis unterzugehen ist nicht zu unterschätzen.",2,8,60,https://flexybook.flexybox.com/neu-ulm/Offer,https://escaperooms-neu-ulm.de/rooms/atlantis/,https://image.jimcdn.com/app/cms/image/transf/none/path/sf6a26418ef107d41/image/i7aecff32ed63bd96/version/1689766420/image.png,Adventure,Fortgeschrittene,false,
5,gpt-4o-mini,35.635221167s,55.378430125s,6,1027258,184010,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,UPSIDE DOWN,"Das Verschwinden eines kleinen Jungen hat die örtliche Gemeinde beunruhigt. Gemeinsam habt ihr beschlossen, den Fall zu lösen. Es dauert nicht lange, bis ihr erkennt, dass sich direkt unter euren Füßen übernatürliche Ereignisse abspielen. Eine Jagd zwischen parallelen Dimensionen, geheimen Laboren und Verschwörungstheorien beginnt. Es wird schwer nach den Erlebnissen zur Normalität zurückzukehren!",2,8,60,https://flexybook.flexybox.com/neu-ulm/Offer,https://escaperooms-neu-ulm.de/rooms/upside-down/,https://image.jimcdn.com/app/cms/image/transf/none/path/sf6a26418ef107d41/image/i1fcce778a9e07c15/version/1689768063/image.png,Fantasy,Für Profis,false,
5,gpt-4o-mini,35.635221167s,55.378430541s,6,1027258,184010,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,TEMPEL DER AZTEKEN,"Willkommen im Tempel der Azteken. Du bist bis hierher vorgedrungen, auf Deiner Suche nach dem verschwundenen Forscher Professor Cortés. Man sagt, er habe tief im Dschungel von Zentral-Mexiko die letzten Überreste der Azteken und ihres Totenkults gefunden. Bei näherer Betrachtung der Aufzeichnungen des Professors hast Du herausgefunden, dass er es bis genau in diesen Raum geschafft hat. Heraus fand er jedoch nicht mehr. Kannst Du das richtige Rätsel knacken um aus dem Tempel wieder zu entkommen?",2,8,60,https://flexybook.flexybox.com/neu-ulm/Offer,https://escaperooms-neu-ulm.de/rooms/tempel-der-azteken/,https://image.jimcdn.com/app/cms/image/transf/none/path/sf6a26418ef107d41/image/if1e58086a441bce5/version/1678208082/image.png,Historical,Für Fortgeschrittene,false,
5,gpt-4o-mini,35.635221167s,55.378430708s,6,1027258,184010,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,HOSTEL,"Auf einem Trip nach Europa begebt Ihr Euch auf die Suche nach Eurer verschwundenen Freundin. Folgt den Hinweisen, um Eure Freundin zu finden, haltet den Entführer auf und brennt alles nieder!",2,8,60,https://flexybook.flexybox.com/neu-ulm/Offer,https://www.escaperooms-neu-ulm.de/rooms/hostel/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/hostel2.jpg,Horror,Für Fortgeschrittene,false,
5,gpt-4o-mini,35.635221167s,55.378430875s,6,1027258,184010,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,DRACULA,Auf deiner Rundreise durch den Balkan legst du einen Stopp in den Südkarpaten ein um in den siebenbürgischen Bergen das sagenumwobene Schloss Vlad III. Dracula‘s zu besichtigen. Während der Gruppenführung setzt du dich von Allen unbemerkt in den verbotenen Sektor des Schlosses ab. Eine schreckliche Idee denn es gibt für dich nur einen Weg zurück in die Freiheit! Findest du Dracula oder findet er dich?,2,8,60,https://flexybook.flexybox.com/neu-ulm/Offer,https://escaperooms-neu-ulm.de/rooms/dracula/,https://image.jimcdn.com/app/cms/image/transf/none/path/sf6a26418ef107d41/image/i0207373897b9c076/version/1678212760/image.png,Horror,Für Anfänger,false,
6,gpt-4o-mini,42.276011916s,1m15.989734083s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Das 5. Element,"Beim Tunnelbau der Karlsruher U-Bahn kommen uralte Ruinen ans Licht. Hieroglyphen beschreiben ein mächtiges 5. Element, das in einer Grabanlage verborgen liegt. Es gibt nur ein Team, das die Grabkammer öffnen und das Geheimnis entschlüsseln kann. Der Weg führt vorbei an mystischen Wandmalereien, gruseligen Skeletten und einer Schlangengrube. Ihr seid die besten Archäologen, die wir kennen – steigt hinab in die Gruft!",2,6,60,https://adventurebox-karlsruhe.de/buchen/,https://adventurebox-karlsruhe.de/events/das-5-element/,https://adventurebox-karlsruhe.de/wp-content/uploads/das-5-element-escape-room.png,Adventure,Medium,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
6,gpt-4o-mini,42.276011916s,1m15.989734458s,10,2066094,539355,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Time Unit 49°N,"Ein Escape Room, in dem ihr das Geheimnis einer futuristischen Tür und das Verschwinden einer Karlsruher Studentin entschlüsseln müsst.",3,6,60,https://quinbook.com/shop/booking?service=3037f207300f54b525ffd72efc047b12&date=2024-09-18,https://adventurebox-karlsruhe.de/events/time-unit-49/,https://adventurebox-karlsruhe.de/wp-content/uploads/time-unit-escape-room.png,Science Fiction,N/A,true,"ChatCompletion error: error, status code: 400, message: This model's maximum context length is 128000 tokens. However, your messages resulted in 198542 tokens (198208 in the messages, 334 in the functions). Please reduce the length of the messages or functions."
